ID_REF,GSM701542,GSM701543,GSM701544,GSM701545,no mutation,mutation,log 2 fold change,fold change
221843_s_at,123.28233,162.22139,179.5091,145.92952,142.75186,162.71931,0.1888759232,1.139875235
221844_x_at,1010.4395,1704.096,1659.9117,966.2285,1357.26775,1313.0701,-0.0477614127,0.9674363072
221845_s_at,47.360542,107.38334,85.740875,101.96777,77.371941,93.8543225,0.2786127239,1.213027892
221846_s_at,59.752277,116.071045,85.206375,63.667915,87.911661,74.437145,-0.2400318211,0.8467266362
221847_at,2168.534,1279.2776,1388.1838,716.4225,1723.9058,1052.30315,-0.7121305633,0.6104180112
221848_at,97.42507,107.45186,78.85356,91.50977,102.438465,85.181665,-0.2661427051,0.831539842
221849_s_at,39.50108,50.843945,33.687088,39.7723,45.1725125,36.729694,-0.298498282,0.8130983195
221850_x_at,266.19846,237.75754,203.34512,208.29599,251.978,205.820555,-0.2919107094,0.8168195438
221851_at,37.274773,20.33329,28.105394,24.33151,28.8040315,26.218452,-0.1356882419,0.9102354995
221852_at,1.6721884,1.6140703,0.894581,0.9662442,1.64312935,0.9304126,-0.8205035166,0.5662442826
221853_s_at,1327.1449,824.5258,692.85284,483.4168,1075.83535,588.13482,-0.8712384875,0.5466773517
221854_at,1.9018192,1.8145083,1.6796274,1.4558088,1.85816375,1.5677181,-0.2452114804,0.8436921127
221855_at,231.47055,271.53644,212.92555,207.61368,251.503495,210.269615,-0.2583380599,0.8360504692
221856_s_at,110.02683,109.16317,32.31262,85.006516,109.595,58.659568,-0.9017436289,0.5352394544
221857_s_at,57.38409,44.523563,28.913446,40.258766,50.9538265,34.586106,-0.5589979012,0.6787734774
221858_at,135.73788,79.30419,71.93175,45.603756,107.521035,58.767753,-0.871522288,0.5465698224
221859_at,51.629494,57.205437,32.181286,20.068619,54.4174655,26.1249525,-1.05864135,0.4800839631
221860_at,430.44336,440.23767,262.03125,148.07866,435.340515,205.054955,-1.086133685,0.4710219884
221861_at,347.28534,131.82002,188.31667,206.9462,239.55268,197.631435,-0.2775305154,0.8250019787
221862_at,23.792704,2.8305094,10.877206,6.122029,13.3116067,8.4996175,-0.6472148902,0.6385117658
221863_at,6.974195,4.926381,4.0118937,3.5942745,5.950288,3.8030841,-0.6457896555,0.6391428617
221864_at,198.71524,157.93811,115.21457,65.928635,178.326675,90.5716025,-0.9773918359,0.5078971079
221865_at,210.05399,122.58302,53.856056,56.4927,166.318505,55.174378,-1.59187833,0.3317392614
221866_at,3.991208,2.4564772,2.830819,8.244631,3.2238426,5.537725,0.7805121043,1.7177405
221867_at,67.09653,151.89757,96.72853,78.89854,109.49705,87.813535,-0.3183767727,0.801971697
221868_at,338.1865,808.729,503.06192,440.00436,573.45775,471.53314,-0.2823280293,0.8222630874
221869_at,116.81325,70.978264,87.25858,74.534485,93.895757,80.8965325,-0.2149821011,0.8615568486
221870_at,43.060375,47.27692,102.8146,7.9330397,45.1686475,55.37381985,0.2938823314,1.225934867
221871_s_at,67.43034,93.479645,75.20452,56.57013,80.4549925,65.887325,-0.2881809927,0.8189339524
221872_at,12.89101,9.023717,23.735806,1.1651667,10.9573635,12.45048635,0.1843013922,1.136266617
221873_at,517.16284,659.8719,645.47955,466.6813,588.51737,556.080425,-0.08179144416,0.9448836234
221874_at,16.293753,26.170418,24.451616,8.926622,21.2320855,16.689119,-0.347338287,0.7860329594
221875_x_at,744.7863,540.095,600.6803,640.5553,642.44065,620.6178,-0.04985810576,0.9660313369
221876_at,132.225,138.08623,84.61659,96.84596,135.155615,90.731275,-0.574949612,0.6713096973
221877_at,197.78171,479.30603,484.64258,291.0335,338.54387,387.83804,0.1961115164,1.145606447
221878_at,45.738403,83.522514,60.37763,33.999294,64.6304585,47.188462,-0.4537800755,0.7301272975
221879_at,68.954605,241.52097,118.81926,97.43754,155.2377875,108.1284,-0.5217342789,0.6965340188
221880_s_at,217.32365,156.06529,137.78966,142.5056,186.69447,140.14763,-0.4137318472,0.750679064
221881_s_at,307.7198,350.2724,252.12943,146.05145,328.9961,199.09044,-0.7246465352,0.605145289
221882_s_at,191.1294,398.81293,78.566124,116.32983,294.971165,97.447977,-1.597869789,0.3303644171
221883_at,154.41606,339.02988,292.4357,245.06712,246.72297,268.75141,0.1233802865,1.089284107
221884_at,6.282472,18.781591,49.276375,21.718752,12.5320315,35.4975635,1.502099702,2.832546623
221885_at,38.023823,37.60389,40.26224,25.262743,37.8138565,32.7624915,-0.2068699179,0.8664149741
221886_at,26.475174,19.751629,40.266182,22.657015,23.1134015,31.4615985,0.4448623824,1.361184268
221887_s_at,37.460598,6.505932,4.4426813,4.36716,21.983265,4.40492065,-2.319217738,0.2003760884
221888_at,58.79479,83.96968,68.536545,51.09747,71.382235,59.8170075,-0.2550093356,0.8379817121
221889_at,21.536152,29.043669,21.700792,51.544735,25.2899105,36.6227635,0.5341787275,1.448117561
221890_at,61.518272,70.63959,47.33635,60.09764,66.078931,53.716995,-0.2988117468,0.8129216709
221891_x_at,6070.5186,12368.486,11630.602,11181.683,9219.5023,11406.1425,0.3070501856,1.237175514
221892_at,35.24784,51.50882,30.895098,7.5253286,43.37833,19.2102133,-1.175100974,0.4428527631
221893_s_at,187.19722,135.4404,146.28867,106.54884,161.31881,126.418755,-0.3517041565,0.7836578698
221894_at,110.38755,77.063705,118.38891,75.16198,93.7256275,96.775445,0.04619745694,1.032539846
221895_at,797.48773,309.56088,299.09296,393.7085,553.524305,346.40073,-0.6762046961,0.6258094304
221896_s_at,2800.0127,2752.5276,2965.1763,2179.2583,2776.27015,2572.2173,-0.1101354326,0.9265010828
221897_at,126.71195,142.18666,118.729004,64.06421,134.449305,91.396607,-0.5568497847,0.6797848974
221898_at,385.45404,712.39374,1027.331,813.6661,548.92389,920.49855,0.74580932,1.676914718
221899_at,709.06464,445.26697,329.65842,177.23604,577.165805,253.44723,-1.187300431,0.43912378
221900_at,28.602455,34.176384,9.537905,28.399105,31.3894195,18.968505,-0.7266723713,0.6042961387
221901_at,33.96422,58.99328,37.226494,40.008183,46.47875,38.6173385,-0.267322532,0.830860092
221902_at,48.589153,57.453644,12.564394,5.7076015,53.0213985,9.13599775,-2.536940523,0.1723077476
221903_s_at,134.62527,138.8664,205.44183,123.59816,136.745835,164.519995,0.266766041,1.203107905
221904_at,185.60353,228.7125,184.24074,163.31288,207.158015,173.77681,-0.253496068,0.8388611466
221905_at,112.559586,109.464134,102.77437,66.976814,111.01186,84.875592,-0.3872921786,0.7645632818
221906_at,79.18416,64.48028,63.769466,54.77052,71.83222,59.269993,-0.2773292161,0.8251170993
221907_at,179.69804,173.26222,167.32729,136.98654,176.48013,152.156915,-0.213945858,0.8621759005
221908_at,358.3164,301.39563,156.23592,105.0788,329.856015,130.65736,-1.336048018,0.3961042214
221909_at,394.15744,209.79039,148.12859,109.04676,301.973915,128.587675,-1.231671564,0.4258237835
221910_at,31.339312,45.295013,33.44488,29.900618,38.3171625,31.672749,-0.2747486393,0.8265943231
221911_at,934.49176,1164.094,1002.36786,804.2072,1049.29288,903.28753,-0.2161602236,0.8608535779
221912_s_at,149.63657,157.10785,65.68366,53.198532,153.37221,59.441096,-1.367504478,0.3875610582
221913_at,40.079296,38.8888,37.792072,37.38007,39.484048,37.586071,-0.07107179252,0.9519305366
221914_at,79.78985,28.254389,41.971977,16.740143,54.0221195,29.35606,-0.8798918925,0.5434081497
221915_s_at,92.64427,73.0995,65.30556,63.76053,82.871885,64.533045,-0.3608446372,0.7787085451
221916_at,1718.4646,419.97287,137.45541,211.01683,1069.218735,174.23612,-2.617441384,0.1629564787
221917_s_at,42.096043,51.04708,65.78924,35.111298,46.5715615,50.450269,0.1154127066,1.083284893
221918_at,743.2568,524.3144,728.3758,410.47308,633.7856,569.42444,-0.1544904655,0.8984496334
221919_at,682.0693,892.8032,512.974,243.94463,787.43625,378.459315,-1.057024913,0.4806221647
221920_s_at,142.7322,186.14447,99.814606,70.90963,164.438335,85.362118,-0.9458787915,0.5191132469
221921_s_at,5.4562793,5.690866,2.553884,1.4963595,5.57357265,2.02512175,-1.460593744,0.3633435638
221922_at,78.90714,208.37724,143.04782,86.756645,143.64219,114.9022325,-0.3220727247,0.7999198042
221923_s_at,3023.7803,5187.272,4869.093,4093.967,4105.52615,4481.53,0.1264242296,1.091584814
221924_at,42.82382,68.10592,26.48797,28.324018,55.46487,27.405994,-1.017082834,0.4941144548
221925_s_at,155.69733,145.1384,121.57482,92.89469,150.417865,107.234755,-0.4882033629,0.7129123592
221926_s_at,3.2812614,9.734138,4.1373124,5.885983,6.5076997,5.0116477,-0.3768626767,0.7701104739
221927_s_at,139.26398,258.5235,211.07745,147.84099,198.89374,179.45922,-0.1483418236,0.9022869196
221928_at,55.682125,64.225,16.817888,4.9139514,59.9535625,10.8659197,-2.464035192,0.181238933
221929_at,20.544708,16.743225,27.477003,22.765175,18.6439665,25.121089,0.4301901807,1.347411185
221930_at,19.579172,12.142267,12.940124,14.492794,15.8607195,13.716459,-0.2095501307,0.8648068582
221931_s_at,1052.5797,2070.2903,1954.7648,1065.8163,1561.435,1510.29055,-0.04804639135,0.9672452263
221932_s_at,798.55804,1540.7189,1399.1089,988.7742,1169.63847,1193.94155,0.02966954233,1.020778284
221933_at,2560.35,2509.847,3774.0527,2878.372,2535.0985,3326.21235,0.3918384717,1.312064344
221934_s_at,544.6162,545.6897,233.2314,253.32156,545.15295,243.27648,-1.164064207,0.4462536248
221935_s_at,498.82468,293.92584,578.82135,447.1027,396.37526,512.962025,0.3719851072,1.294132295
221936_x_at,5.713639,6.2533336,16.866312,3.5796099,5.9834863,10.22296095,0.772754889,1.708529181
221937_at,615.23047,427.05255,407.62823,272.56616,521.14151,340.097195,-0.6157280657,0.6526004712
221938_x_at,16.989536,143.81253,115.804955,130.09277,80.401033,122.9488625,0.6127724449,1.52919506
221939_at,113.91126,145.66174,118.02732,102.08141,129.7865,110.054365,-0.2379239595,0.8479646573
221940_at,235.05792,353.09067,276.23434,207.90024,294.074295,242.06729,-0.2807725395,0.8231501159
221941_at,34.81144,47.863182,53.36151,41.197933,41.337311,47.2797215,0.1937769932,1.143754162
221942_s_at,4.210142,11.90252,11.789815,1.3502188,8.056331,6.5700169,-0.2942258771,0.8155098022
221943_x_at,819.27045,890.91547,914.4313,697.036,855.09296,805.73365,-0.08577826038,0.9422760889
221944_at,78.200935,61.10837,46.58935,32.53758,69.6546525,39.563465,-0.8160509351,0.5679945787
221945_at,44.262756,44.722168,45.383007,43.95134,44.492462,44.6671735,0.005654032474,1.003926766
221946_at,11.042016,137.84381,43.050938,23.166067,74.442913,33.1085025,-1.168932751,0.4447502276
221947_at,45.117596,49.867252,51.111,55.696556,47.492424,53.403778,0.1692444148,1.12446941
221948_s_at,3.5028346,1.6060325,1.8546867,4.443351,2.55443355,3.14901885,0.3018989869,1.232766008
221949_at,36.34453,3.8193073,7.944463,2.0460017,20.08191865,4.99523235,-2.007273422,0.2487427838
221950_at,11.393098,10.834675,9.752562,20.28793,11.1138865,15.020246,0.4345450293,1.351484559
221951_at,90.40132,88.56318,102.57181,44.318207,89.48225,73.4450085,-0.2849370878,0.8207774
221952_x_at,3084.9575,4963.049,5447.9404,3973.695,4024.00325,4710.8177,0.2273460331,1.170679397
221953_s_at,30.479738,39.847168,28.843645,51.82395,35.163453,40.3337975,0.1979124965,1.147037451
221954_at,182.52322,248.28593,256.21585,243.34421,215.404575,249.78003,0.2136092458,1.159585538
221955_at,3.9115627,2.8987322,3.4465575,17.62332,3.40514745,10.53493875,1.62939275,3.093827479
221956_at,10.296248,8.038639,24.219246,4.39544,9.1674435,14.307343,0.6421644011,1.560668795
221957_at,122.63924,131.3135,179.13878,146.70775,126.97637,162.923265,0.3596325916,1.283099092
221958_s_at,51.067383,47.985783,206.49416,13.704968,49.526583,110.099564,1.152533762,2.223039776
221959_at,102.062416,99.92083,90.90076,106.2153,100.991623,98.55803,-0.03519030551,0.9759030212
221960_s_at,38.491272,50.263466,69.44353,37.792435,44.377369,53.6179825,0.2728927986,1.208228061
221961_at,24.539175,25.219603,33.989708,26.58986,24.879389,30.289784,0.2838802346,1.217464947
221962_s_at,314.27905,149.67688,162.56587,185.65924,231.977965,174.112555,-0.4139675366,0.7505564375
221963_x_at,524.24927,860.4873,831.76556,552.7974,692.368285,692.28148,-0.0001808878264,0.999874626
221964_at,142.87851,83.841194,82.20822,144.81342,113.359852,113.51082,0.001920043831,1.001331759
221965_at,220.2486,328.36414,283.25674,212.2555,274.30637,247.75612,-0.1468674303,0.9032095026
221966_at,20.681171,11.056547,8.200145,11.0620985,15.868859,9.63112175,-0.7204226538,0.6069196122
221967_at,43.49313,24.178375,14.182128,16.802843,33.8357525,15.4924855,-1.126979856,0.4578732363
221968_s_at,2.30862,3.0207555,3.3223035,2.765104,2.66468775,3.04370375,0.1918614583,1.142236553
221969_at,39.473682,14.293811,9.908746,19.760609,26.8837465,14.8346775,-0.8577606416,0.5518084133
221970_s_at,1392.7253,2414.1025,2344.9106,1397.8082,1903.4139,1871.3594,-0.02450265281,0.9831594694
221971_x_at,253.58142,201.96832,204.69817,226.10161,227.77487,215.39989,-0.08059107269,0.9456701259
221972_s_at,155.48402,191.78764,176.27776,142.76735,173.63583,159.522555,-0.1223042586,0.9187191088
221973_at,24.285328,49.31533,65.392296,60.088245,36.800329,62.7402705,0.769673085,1.704883413
221974_at,3673.3125,4635.6606,4313.5366,2990.0042,4154.48655,3651.7704,-0.1860741256,0.878994397
221975_s_at,6.020314,3.99924,16.854158,15.8297825,5.009777,16.34197025,1.705763639,3.262015505
221976_s_at,26.933128,41.72503,24.142889,25.781263,34.329079,24.962076,-0.4596932298,0.7271408592
221977_at,4.2219734,0.92504,1.0771062,1.2768602,2.5735067,1.1769832,-1.128641811,0.4573460796
221978_at,12.49585,23.966846,14.784097,14.100255,18.231348,14.442176,-0.3361331069,0.7921617206
221979_at,659.7236,511.7195,416.99796,307.75336,585.72155,362.37566,-0.6927289195,0.618682478
221980_at,20.229616,19.667074,22.036337,11.733527,19.948345,16.884932,-0.24053269,0.8464327241
221981_s_at,17.36379,67.2066,6.4795637,5.077533,42.285195,5.77854835,-2.871373613,0.1366565378
221982_x_at,11.539629,18.988451,3.5267575,3.145226,15.26404,3.33599175,-2.193949231,0.2185523459
221983_at,188.33122,112.82057,229.22992,138.58162,150.575895,183.90577,0.2884759106,1.22134934
221984_s_at,868.5772,773.19446,659.85834,444.868,820.88583,552.36317,-0.5715644558,0.6728867156
221985_at,190.75742,111.45016,84.30648,57.315376,151.10379,70.810928,-1.093495918,0.4686244336
221986_s_at,122.27897,57.159115,49.86867,31.53703,89.7190425,40.70285,-1.140284409,0.4536701336
221987_s_at,309.55597,900.57465,928.2477,432.67993,605.06531,680.463815,0.1694275721,1.124612176
221988_at,489.91382,308.1611,208.27368,156.66455,399.03746,182.469115,-1.128871895,0.4572731467
221989_at,551.99664,398.64554,402.12247,287.7248,475.32109,344.923635,-0.4626254263,0.7256644871
221990_at,9.591571,5.988521,2.7742128,19.234043,7.790046,11.0041279,0.4983410607,1.412588308
221991_at,54.122276,72.76732,52.435276,70.851456,63.444798,61.643366,-0.04155623716,0.9716063088
221992_at,108.688194,143.96713,50.33798,37.47453,126.327662,43.906255,-1.524672191,0.3475585181
221993_s_at,1.2822342,1.49301,0.7006067,3.5083027,1.3876221,2.1044547,0.6008317319,1.516590648
221994_at,36.424015,54.942875,49.57965,16.59895,45.683445,33.0893,-0.4653066769,0.7243170912
221995_s_at,65.25703,160.98451,98.86144,67.09828,113.12077,82.97986,-0.4470307173,0.7335510534
221996_s_at,2.1609514,3.035993,9.043384,4.6707277,2.5984722,6.85705585,1.399925649,2.638879819
221997_s_at,77.79239,91.392586,79.16335,61.43115,84.592488,70.29725,-0.2670613018,0.8310105503
221998_s_at,168.65091,314.24872,132.92178,151.38138,241.449815,142.15158,-0.7642932236,0.5887417226
221999_at,93.712555,89.90733,89.5672,86.31304,91.8099425,87.94012,-0.06212889665,0.9578496359
222000_at,498.21402,911.9684,896.45734,588.04755,705.09121,742.252445,0.07410004511,1.052704153
222001_x_at,1190.9148,769.3421,615.54333,465.82697,980.12845,540.68515,-0.8581820998,0.5516472356
222002_at,3.3371265,1.9363344,6.5291615,10.930231,2.63673045,8.72969625,1.727181362,3.310803442
222003_s_at,25.445215,55.11947,11.0280075,10.031684,40.2823425,10.52984575,-1.935663279,0.2614010283
222004_s_at,7.404616,2.7450435,23.398764,4.104696,5.07482975,13.75173,1.438181796,2.709791397
222005_s_at,55.57133,63.253094,74.472435,45.77771,59.412212,60.1250725,0.01720722542,1.011998552
222006_at,109.117714,255.04895,226.29593,168.9809,182.083332,197.638415,0.1182645276,1.085428374
222007_s_at,6.5643983,2.3533177,0.82646286,4.40805,4.458858,2.61725643,-0.7686189736,0.5869790942
222008_at,51.70465,112.769684,51.228405,50.22889,82.237167,50.7286475,-0.6969898692,0.6168579166
222009_at,1.40144,4.8672676,0.94179654,1.2747917,3.1343538,1.10829412,-1.499827242,0.35359573
222010_at,329.5704,420.76233,441.40326,298.39783,375.166365,369.900545,-0.02039306482,0.9859640402
222011_s_at,381.77682,624.5794,649.79706,359.42328,503.17811,504.61017,0.004100121607,1.00284603
222012_at,4.0755525,2.5152707,3.8855088,1.8468883,3.2954116,2.86619855,-0.2013201177,0.8697543427
222013_x_at,14.663455,65.65191,31.464117,11.58774,40.1576825,21.5259285,-0.8996005455,0.5360351285
222014_x_at,763.63495,643.8457,522.7636,303.91183,703.740325,413.337715,-0.7677221748,0.5873440818
222015_at,136.64165,73.7433,50.932632,44.53547,105.192475,47.734051,-1.139940822,0.4537781909
222016_s_at,50.45865,85.18109,48.15655,31.434866,67.81987,39.795708,-0.7690951756,0.5867853772
222017_x_at,13.6185,9.101389,24.242144,6.1640453,11.3599445,15.20309465,0.4204092334,1.338307124
222018_at,392.17236,259.44144,171.93384,137.84723,325.8069,154.890535,-1.072768171,0.4754059383
222019_at,43.834743,54.54465,44.958496,36.344948,49.1896965,40.651722,-0.2750396878,0.8264275833
222020_s_at,81.03184,50.088585,46.53347,64.243744,65.5602125,55.388607,-0.2432312749,0.8448509376
222021_x_at,721.2856,914.30255,662.0959,524.0296,817.794075,593.06275,-0.4635528508,0.7251981497
222022_at,4.7692966,22.200567,16.413492,14.015623,13.4849318,15.2145575,0.17410415,1.128263585
222023_at,25.942413,15.817422,17.300638,7.30537,20.8799175,12.303004,-0.763105393,0.5892266576
222024_s_at,180.55524,199.17657,186.87149,120.250595,189.865905,153.5610425,-0.3061685985,0.8087868251
222025_s_at,128.43513,106.85884,62.998592,56.79254,117.646985,59.895566,-0.9739432373,0.5091126305
222026_at,104.6014,241.27658,258.06232,200.65628,172.93899,229.3593,0.4073462378,1.326244012
222027_at,274.74924,309.85507,346.65024,222.34169,292.302155,284.495965,-0.0390522745,0.9732941073
222028_at,320.63882,374.69897,344.6822,224.5029,347.668895,284.59255,-0.288816103,0.8185735166
222029_x_at,810.82465,1096.8661,876.5149,665.4226,953.845375,770.96875,-0.3070830303,0.8082743495
222030_at,59.53376,100.53846,79.33984,70.29426,80.03611,74.81705,-0.09728396731,0.9347911836
222031_at,77.90936,32.109783,23.479937,30.815918,55.0095715,27.1479275,-1.0188406,0.4935127971
222032_s_at,187.05206,140.14282,104.83953,95.06537,163.59744,99.95245,-0.7108363376,0.6109658562
222033_s_at,196.97284,270.19034,241.8289,142.24725,233.58159,192.038075,-0.2825341915,0.8221455938
222034_at,226.55779,250.17503,164.52582,94.10843,238.36641,129.317125,-0.8822676104,0.5425140438
222035_s_at,1090.4038,2600.9275,1644.8982,1393.6869,1845.66565,1519.29255,-0.2807415292,0.8231678094
222036_s_at,1083.2246,2487.8167,2404.8997,1655.0165,1785.52065,2029.9581,0.1851051302,1.136899817
222037_at,215.3897,703.9079,749.86127,556.4402,459.6488,653.150735,0.5068840031,1.420977788
222038_s_at,19.317951,30.283745,51.42941,25.276716,24.800848,38.353063,0.62895235,1.546441597
222039_at,440.40475,970.7811,993.2274,647.2202,705.592925,820.2238,0.2171815112,1.162460352
222040_at,878.5759,378.01025,416.38895,230.81209,628.293075,323.60052,-0.9572237528,0.5150470901
222041_at,80.66049,118.40984,71.57321,44.830677,99.535165,58.2019435,-0.7741389797,0.5847374996
222042_x_at,3.8984842,8.788056,8.246061,7.9394994,6.3432701,8.0927802,0.3514086381,1.275805708
222043_at,57.757824,31.862326,50.647457,34.99486,44.810075,42.8211585,-0.0654993137,0.9556145242
222044_at,203.24359,199.3749,255.76437,216.17477,201.309245,235.96957,0.2291873969,1.172174532
222045_s_at,79.33272,97.82877,137.33334,156.89389,88.580745,147.113615,0.7318657346,1.660785479
222046_at,66.514534,59.881065,41.814888,28.11264,63.1977995,34.963764,-0.8540138202,0.5532433768
222047_s_at,801.5721,2452.171,2274.1467,1819.688,1626.87155,2046.91735,0.3313525035,1.258192357
222048_at,103.1677,130.56311,162.86537,90.35998,116.865405,126.612675,0.1155739177,1.083405949
222049_s_at,1.2035683,1.3087566,3.591406,1.5266978,1.25616245,2.5590519,1.026586358,2.037198214
222050_at,24.394802,15.213764,12.152815,4.523174,19.804283,8.3379945,-1.248040145,0.4210197612
222051_s_at,14.416326,19.448605,25.524208,22.353,16.9324655,23.938604,0.4995469665,1.413769542
222052_at,290.74393,299.74057,196.31354,143.92465,295.24225,170.119095,-0.7953541047,0.5762017293
222053_at,17.883081,1.8175173,8.332328,8.109324,9.85029915,8.220826,-0.2608841812,0.8345762778
222054_at,6.1201797,38.801,4.445092,14.9357815,22.46058985,9.69043675,-1.212762221,0.4314417749
222055_at,11.2804,19.104452,1.4932121,14.470249,15.192426,7.98173055,-0.928578783,0.5253756411
222056_s_at,671.61957,833.0983,521.29877,321.71564,752.358935,421.507205,-0.8358638143,0.5602474901
222057_at,39.274105,59.81387,22.717896,2.599181,49.5439875,12.6585385,-1.96859914,0.255501003
222058_at,44.223568,51.267532,39.21944,32.65324,47.74555,35.93634,-0.4099227943,0.7526636514
222059_at,1.2087789,1.1692499,1.8575706,1.3103629,1.1890144,1.58396675,0.4137758638,1.332167844
222060_at,90.330055,72.33127,55.711487,40.89941,81.3306625,48.3054485,-0.7516134421,0.5939389526
222061_at,3.4515789,13.0405,13.786664,5.522409,8.24603945,9.6545365,0.2275056359,1.170808915
222062_at,69.889656,195.48198,48.873146,53.336437,132.685818,51.1047915,-1.376483711,0.3851563963
222063_s_at,5.3706822,6.8977284,4.8629193,14.462895,6.1342053,9.66290715,0.6555808472,1.575250041
222064_s_at,330.0389,413.5072,339.7613,287.34427,371.77305,313.552785,-0.2457138586,0.8433983717
222065_s_at,1370.914,745.1276,490.5571,402.48495,1058.0208,446.521025,-1.244567977,0.4220342596
222066_at,8.340565,22.402378,12.772533,30.014734,15.3714715,21.3936335,0.4769262512,1.391775244
222067_x_at,354.6814,144.45808,96.647934,70.42549,249.56974,83.536712,-1.578960755,0.3347229195
222068_s_at,8.86518,8.937387,3.8958292,3.4893236,8.9012835,3.6925764,-1.269385606,0.4148363997
222069_s_at,2.2831974,2.9396002,2.4929473,1.6204408,2.6113988,2.05669405,-0.3444955986,0.7875832868
222070_at,128.64421,166.71156,66.62827,112.36173,147.677885,89.495,-0.7225748086,0.6060149087
222071_s_at,393.37448,284.85846,271.35394,165.75435,339.11647,218.554145,-0.6337901141,0.6444810687
222072_at,6.158933,8.055721,2.046228,3.6203942,7.107327,2.8333111,-1.326818058,0.3986465094
222073_at,98.27545,15.384052,7.2305803,13.018631,56.829751,10.12460565,-2.488780678,0.1781567836
222074_at,34.49978,27.979156,29.016916,22.522257,31.239468,25.7695865,-0.2777004971,0.8249047807
222075_s_at,29.072279,31.956877,21.15166,11.043117,30.514578,16.0973885,-0.9226719818,0.5275310869
222076_at,5.918716,1.6303346,0.6313333,2.397191,3.7745253,1.51426215,-1.317680229,0.401179494
222077_s_at,1140.347,1448.4648,1406.7878,864.9995,1294.4059,1135.89365,-0.1884623225,0.8775405381
222078_at,24.165369,25.352762,19.904701,8.083936,24.7590655,13.9943185,-0.8231156311,0.5652199797
222079_at,12.204959,17.548096,9.078624,14.128299,14.8765275,11.6034615,-0.358482561,0.7799845428
222080_s_at,2.0708518,1.8574735,3.2770693,3.252613,1.96416265,3.26484115,0.733098397,1.662205088
222081_at,3.6435542,2.116706,2.311359,4.4052663,2.8801301,3.35831265,0.2216025657,1.166028108
222082_at,21.61367,21.598295,12.60904,8.666421,21.6059825,10.6377305,-1.022240444,0.4923511578
222083_at,1.525985,2.7703943,3.007536,2.9423158,2.14818965,2.9749259,0.4697323686,1.384852543
222084_s_at,18.493204,1.9141111,14.0323105,1.094893,10.20365755,7.56360175,-0.4319410784,0.7412637785
222085_at,17.942043,20.795055,32.323044,21.60675,19.368549,26.964897,0.477366645,1.392200159
222086_s_at,1.3949673,1.6096059,2.833233,1.1509306,1.5022866,1.9920818,0.4071168189,1.326033128
222087_at,126.599594,57.069393,66.84901,41.274338,91.8344935,54.061674,-0.7644299539,0.5886859277
222088_s_at,6153.183,2370.953,2397.2034,1780.9949,4262.068,2089.09915,-1.028672646,0.4901609148
222089_s_at,25.483812,5.0803204,3.3093576,4.6124363,15.2820662,3.96089695,-1.947940543,0.2591859568
222090_at,53.989883,29.493355,23.882822,14.475538,41.741619,19.17918,-1.121945519,0.4594737928
222091_at,6.800868,2.201951,2.4388711,4.8315177,4.5014095,3.6351944,-0.3083442973,0.8075680295
222092_at,1.4427296,1.796975,1.3817033,2.2841322,1.6198523,1.83291775,0.1782797756,1.131533875
222093_s_at,51.813023,34.10014,34.422577,37.24913,42.9565815,35.8358535,-0.2614754722,0.8342342954
222094_at,21.563066,25.640232,36.162647,18.5537,23.601649,27.3581735,0.2130842542,1.159163646
222095_s_at,11.19982,20.675608,18.63351,15.2762165,15.937714,16.95486325,0.08925443475,1.063820272
222096_x_at,6.9227014,15.624442,20.325315,13.4289,11.2735717,16.8771075,0.582123004,1.49705062
222097_at,12.710591,12.18479,20.770195,11.6317,12.4476905,16.2009475,0.3802000959,1.301522359
222098_s_at,1.1864556,7.2203197,0.8794661,0.6387985,4.20338765,0.7591323,-2.46912927,0.1806001167
222099_s_at,565.74036,524.80054,317.95154,375.84802,545.27045,346.89978,-0.6524530475,0.636197652
222100_at,0.9611027,1.9457223,2.526332,8.249551,1.4534125,5.3879415,1.890289967,3.707097262
222101_s_at,79.790535,106.575645,212.78098,113.58223,93.18309,163.181605,0.8083383587,1.751193323
222102_at,39.88161,2.4054017,1.869919,15.839128,21.14350585,8.8545235,-1.255728036,0.4187821813
222103_at,1310.5338,888.58636,836.0664,492.40765,1099.56008,664.237025,-0.7271563883,0.6040934343
222104_x_at,655.72406,464.4633,422.07217,232.87892,560.09368,327.475545,-0.7742809752,0.5846799503
222105_s_at,181.272,153.69795,217.41692,189.85576,167.484975,203.63634,0.2819633632,1.215848407
222106_at,19.040474,13.625714,22.698803,22.893305,16.333094,22.796054,0.4809860068,1.395697227
222107_x_at,29.949528,7.6653852,2.1657395,21.014704,18.8074566,11.59022175,-0.6983965922,0.6162567324
222108_at,297.64075,243.43552,186.74974,119.44473,270.538135,153.097235,-0.821383743,0.5658989074
222109_at,81.346954,64.40926,70.24147,63.486485,72.878107,66.8639775,-0.1242563075,0.91747687
222110_at,28.764912,42.780514,39.936127,32.461246,35.772713,36.1986865,0.01707781248,1.011907777
222111_at,576.4143,269.81943,272.41684,125.07673,423.116865,198.746785,-1.090124668,0.4697207827
222112_at,12.299433,20.236223,2.5834925,15.3464155,16.267828,8.964954,-0.8596535567,0.5510848775
222113_s_at,149.66594,177.877,143.4706,127.3855,163.77147,135.42805,-0.2741574701,0.8269331038
222114_x_at,10.297014,7.047298,4.7632866,4.0816307,8.672156,4.42245865,-0.9715420552,0.5099606891
